dataHora,ordem,linha,latitude,longitude,velocidade
08-18-2017 10:10:25,A48017,415,"-22.841167","-43.253571",0.37
08-18-2017 10:10:54,C30337,,"-23.000389","-43.354408",18
08-18-2017 10:11:13,A48130,203,"-22.902843","-43.191166",4.07
08-18-2017 10:11:49,C30116,731,"-22.88014","-43.35812",0
08-18-2017 10:12:41,C30190,,"-22.950411","-43.34848",0
08-18-2017 10:12:47,A27534,,"-22.969339","-43.18581",0
08-18-2017 10:13:05,A01,,"-22.947201","-43.217758",9
08-18-2017 10:13:55,C47781,862,"-22.95282","-43.350151",2
08-18-2017 10:13:58,C47986,2111,"-22.90554","-43.21455",11
08-18-2017 10:14:25,A41810,2015,"-22.90707","-43.174252",0
08-18-2017 10:14:40,D53930,,"-22.883301","-43.495152",0
08-18-2017 10:14:55,D53686,759,"-22.888241","-43.658901",0
08-18-2017 10:14:58,B32650,298,"-22.89967","-43.227951",0
08-18-2017 10:16:01,D86760,2381,"-22.873457","-43.513817",41.67
08-18-2017 10:16:01,D87535,898,"-22.9221","-43.68243",33
08-18-2017 10:16:29,C47576,862,"-22.952921","-43.350101",0
08-18-2017 10:16:57,D87494,,"-22.918289","-43.608101",0
08-18-2017 10:17:05,A48094,201,"-22.907461","-43.173733",2.59
08-18-2017 10:18:36,C47757,862,"-22.95277","-43.350109",0
08-18-2017 10:19:35,B32514,779,"-22.83312","-43.395679",13
08-18-2017 10:19:36,D17095,885,"-22.969549","-43.647961",37
08-18-2017 10:19:53,D86725,,"-22.893738","-43.532585",2.22
08-18-2017 10:22:03,C44551,,"-22.86079","-43.35656",0
08-18-2017 10:24:28,B63006,,"-22.79257","-43.294552",0
08-18-2017 10:26:42,B28539,326,"-22.79104","-43.18082",0
08-18-2017 10:27:02,A27670,218,"-22.915831","-43.229721",20
08-18-2017 10:27:18,D86186,866,"-22.894342","-43.532497",35.74
08-18-2017 10:27:24,A37703,SP513,"-22.953011","-43.176762",0
08-18-2017 10:28:36,B32580,793,"-22.885599","-43.399151",0
08-18-2017 10:29:33,C47515,554,"-23.01799","-43.519779",41
08-18-2017 10:29:41,D86330,866,"-22.894592","-43.53199",0.93
08-18-2017 10:30:04,C47948,2114,"-22.91268","-43.23299",47
08-18-2017 10:30:14,C50108,301,"-22.913328","-43.210289",2.04
08-18-2017 10:30:38,D13091,SV790,"-22.875629","-43.418732",0
08-18-2017 10:31:25,A41064,463,"-22.874487","-43.24123",0.37
08-18-2017 10:31:28,B32623,793,"-22.81694","-43.39402",0
08-18-2017 10:31:41,D87197,770,"-22.899811","-43.554581",6
08-18-2017 10:31:53,C47868,862,"-22.95299","-43.350101",0
08-18-2017 10:32:16,A41256,110,"-22.901712","-43.208855",14.63
08-18-2017 10:32:22,A08,002,"-22.944889","-43.204998",23.71
08-18-2017 10:32:37,D53723,848,"-22.90196","-43.555519",0
08-18-2017 10:32:49,A37698,133,"-22.934811","-43.18718",22
08-18-2017 10:33:26,A48045,112,"-22.910517","-43.270691",0.56
08-18-2017 10:33:26,D87713,2336,"-22.899611","-43.554298",0
08-18-2017 10:33:28,D53921,2310,"-22.883619","-43.49456",0
08-18-2017 10:33:32,C30370,565,"-23.011221","-43.309792",27
08-18-2017 10:33:34,A55075,,"-22.905519","-43.260391",0
08-18-2017 10:33:46,D87396,770,"-22.899611","-43.554081",0
08-18-2017 10:34:24,C47925,2114,"-22.905319","-43.214981",0
08-18-2017 10:34:34,B73043,SR350,"-22.910509","-43.173538",6
08-18-2017 10:35:00,D87342,,"-22.9167","-43.607281",0
08-18-2017 10:35:05,B32695,,"-22.817419","-43.3937",0
08-18-2017 10:35:27,B32614,,"-22.81636","-43.394409",0
08-18-2017 10:35:33,D87888,2339,"-22.886299","-43.55645",0
08-18-2017 10:35:44,D87530,804,"-22.948811","-43.68108",0
08-18-2017 10:36:00,B32787,296,"-22.90674","-43.195061",0
08-18-2017 10:36:12,D53540,772,"-22.88311","-43.495121",9
08-18-2017 10:36:50,C42566,,"-22.844219","-43.248901",0
08-18-2017 10:37:02,B10084,634,"-22.8151","-43.187378",0
08-18-2017 10:37:05,B32726,,"-22.81636","-43.394501",0
08-18-2017 10:37:05,B42633,457,"-22.90868","-43.20118",13
08-18-2017 10:37:06,A55083,434,"-22.914181","-43.17691",0
08-18-2017 10:37:11,A48109,202,"-22.924004","-43.212482",0.19
08-18-2017 10:37:24,B58099,,"-22.837311","-43.28672",26
08-18-2017 10:37:29,B42534,456,"-22.971001","-43.186699",19
08-18-2017 10:37:32,D87051,,"-22.91716","-43.608429",0
08-18-2017 10:37:42,B32678,,"-22.81617","-43.394569",0
08-18-2017 10:37:48,B42536,,"-22.87624","-43.329899",0
